study_id,paper_id,citation_short,year,on_website,eligibility_flagged,eligibility_flag_reason,human_decision,human_rationale,reviewer,date_checked,status
ac75a46c48f334d60_s1,ac75a46c48f334d60,Oguchi et al. (2023),2023,YES,YES,"The learning task itself is NON-SOCIAL (a standard probabilistic state-transition task). The social component is limited to an individual difference measure (SVO) used to group participants. The paper does not involve learning in a social context -- it examines how a pre-existing social preference trait correlates with non-social learning strategy. FLAG: The task does not involve social learning; learning does not occur in a social context. The social element (SVO) is a between-subjects moderator, not part of the learning process.",,,,,pending
ac7c0ebf911382402_s1,ac7c0ebf911382402,Colombo et al. (2014),2014,YES,NO,,,,,,pending
ac7c0ebf911382402_s2,ac7c0ebf911382402,Colombo et al. (2014),2014,YES,NO,,,,,,pending
ac804d19bfcd535f0_s1,ac804d19bfcd535f0,Li et al. (2024),2024,YES,NO,,,,,,pending
ac804d19bfcd535f0_s2,ac804d19bfcd535f0,Li et al. (2024),2024,YES,NO,,,,,,pending
ac804d19bfcd535f0_s3,ac804d19bfcd535f0,Li et al. (2024),2024,YES,NO,,,,,,pending
ac99aa56310d34352_s1,ac99aa56310d34352,Rhoads (2022),,NO,YES,Full text not accessible (ProQuest preview only -- 24 of ~140+ pages available). Study 2 is the only study meeting all inclusion criteria. FLAG: Study 2 is suspected duplicate of published journal article 'Neurocomputational basis of learning when choices simultaneously affect both oneself and others' (Rhoads et al.) found in the papers folder. Study 1 does not use computational modeling or learning over time (neural representation study). Study 3 is a prosocial decision-making/valuation study using descriptive hyperbolic discounting -- borderline for learning-over-time criterion.,,,,,pending
ac9c48d17a2ad451e_s1,ac9c48d17a2ad451e,Witt et al. (2023),2023,YES,NO,,,,,,pending
aca22588e77b2199f_s1,aca22588e77b2199f,Nye (2014),2014,YES,YES,"This paper uses computational modeling validated against archival behavioral data, but does NOT collect new human behavioral data. The ""participants"" are simulated cognitive agents, not human subjects generating new data. The learning occurs through agent-based simulation rather than direct observation of human learning. FLAG: No new human behavioral data — agent-based simulation only. Additionally, this is an agent-based cognitive architecture (PMFServ) rather than a computational model in the standard sense used in computational psychiatry/neuroscience (no parameter fitting to individual human choice data in the typical sense). The paper may not meet inclusion criterion ""Uses human behavioral data"" — the behavioral data is archival and used for validation rather than model fitting.",,,,,pending
aca833a84ad094374_s1,aca833a84ad094374,Panizza et al. (2021),2021,YES,NO,,,,,,pending
acb15cc5b7a80075c_s1,acb15cc5b7a80075c,Kim et al. (2021),2021,YES,NO,,,,,,pending
acb32d7c8936fcfe9_s1,acb32d7c8936fcfe9,Lamba et al. (2020),2020,YES,NO,,,,,,pending
acb8a9bf7cd2f5505_s1,acb8a9bf7cd2f5505,Ezaki et al. (2016),2016,YES,YES,"FLAG: (1) No human behavioral data collected in this study -- it is a computational simulation study that compares model outputs to previously published human experimental patterns. (2) The ""learning"" is simulated, not observed in human participants. (3) Borderline: the paper uses computational modeling and the learning occurs over time in a social context, but no new human data are modeled. May not meet inclusion criterion ""Uses human behavioral data"" since no participants were tested.",,,,,pending
acc0853d58c451c9c_s1,acc0853d58c451c9c,Schreiber (2023),2023,YES,YES,FLAG: thesis; borderline social learning (social cues present as Pavlovian stimuli but no genuine social interaction or learning from others' behavior); learning does occur over time (40 epochs of trial-and-error learning).,,,,,pending
ace1dd58f58cdda90_s1,ace1dd58f58cdda90,Lau et al. (2024),2024,YES,NO,,,,,,pending
acf9caf573646169b_s1,acf9caf573646169b,Kobza & Bellebaum (2015),2015,YES,NO,,,,,,pending
ad0eac35025a13070_s1,ad0eac35025a13070,Chien et al. (2016),2016,YES,YES,MEDIUM confidence — borderline social learning; faces serve as cues with inherent social value but learning is about non-social reward contingencies,,,,,pending
ad11fe61eb364c4c2_s1,ad11fe61eb364c4c2,Westhoff et al. (2021),2021,YES,NO,,,,,,pending
ad1a6e903ea4d2f38_s1,ad1a6e903ea4d2f38,Apps et al. (2015),2015,YES,NO,,,,,,pending
ad1a881a7ce1349fe_s1,ad1a881a7ce1349fe,Aquino et al. (2020),2020,YES,NO,,,,,,pending
ad3752120fcff1c97_s1,ad3752120fcff1c97,Su et al. (2025),2025,YES,NO,,,,,,pending
ad3752120fcff1c97_s2,ad3752120fcff1c97,Su et al. (2025),2025,YES,NO,,,,,,pending
ad3e6a3d753e0ec06_s1,ad3e6a3d753e0ec06,Lindstrom & Olsson (2015),2015,YES,NO,,,,,,pending
ad3f3eebeed3451ab_s1,ad3f3eebeed3451ab,Yi et al. (2021),2021,YES,NO,,,,,,pending
ad52c397133e84328_s1,ad52c397133e84328,Wu et al. (2024),2024,YES,NO,,,,,,pending
ad52c397133e84328_s2,ad52c397133e84328,Wu et al. (2024),2024,YES,NO,,,,,,pending
ad572f499ac2a7d6a_s1,ad572f499ac2a7d6a,Khalvati et al. (2019),2019,YES,NO,,,,,,pending
ad608a8ef93ad42b6_s1,ad608a8ef93ad42b6,Gueguen et al. (2025),2025,YES,NO,,,,,,pending
ad6a9b35452058a43_s1,ad6a9b35452058a43,Son et al. (2023),2023,YES,NO,,,,,,pending
ad7b44d47520e9e12_s1,ad7b44d47520e9e12,Bang et al. (2022),2022,YES,NO,,,,,,pending
ad82ebc97cc3bb9e3_s1,ad82ebc97cc3bb9e3,Yang et al. (2013),2013,YES,YES,"Borderline — the computational model is applied post hoc to qualitatively capture ordinal patterns across conditions. It is not formally fit to individual-level behavioral data (no parameter estimation from data, no quantitative model comparison). The model is a Bayesian categorization model, not a trial-by-trial learning model. Participants are 15-month-old infants, which is unusual for the review corpus. The ""learning over time"" criterion is marginal — infants observe a few demonstrations and then act once on a test object, which is closer to one-shot generalization than iterative learning. FLAG: borderline computational modeling (qualitative fit only); borderline learning-over-time (few-shot demonstration, single test trial).",,,,,pending
ad853afe5ab730771_s1,ad853afe5ab730771,Mahmoodi et al. (2024),2024,YES,NO,,,,,,pending
ad869b3b0665cb6ac_s1,ad869b3b0665cb6ac,Kim et al. (2025),2025,YES,NO,,,,,,pending
ad89fe63f862d25cb_s1,ad89fe63f862d25cb,Zhang (2018),2018,YES,YES,"Dissertation; both Study 1 and Study 2 qualify. Study 2 flagged: social agent is a computer algorithm (replayed human choices), not a genuine social partner. No double-counting risk as datasets are independent (different participants).

---

# STUDY 1 (Chapters 2-4): Social Influence in Goal-Directed Learning (Behavioral + fMRI)

## COMPUTATIONAL LEVEL",,,,,pending
ad89fe63f862d25cb_s2,ad89fe63f862d25cb,Zhang (2018),2018,YES,YES,"Dissertation; both Study 1 and Study 2 qualify. Study 2 flagged: social agent is a computer algorithm (replayed human choices), not a genuine social partner. No double-counting risk as datasets are independent (different participants).

---

# STUDY 1 (Chapters 2-4): Social Influence in Goal-Directed Learning (Behavioral + fMRI)

## COMPUTATIONAL LEVEL",,,,,pending
ad8c91c1b0277d469_s1,ad8c91c1b0277d469,Diaconescu et al. (2014),2014,YES,NO,,,,,,pending
ad9c35b8c64437b99_s1,ad9c35b8c64437b99,Pan et al. (2023),2023,YES,NO,,,,,,pending
adace563f08274e40_s1,adace563f08274e40,Gueguen et al. (2025),2025,YES,NO,,,,,,pending
adaf4feb200605004_s1,adaf4feb200605004,Eisenegger et al. (2013),2013,YES,NO,,,,,,pending
add08712d32ca9aeb_s1,add08712d32ca9aeb,Jin et al. (2023),2023,YES,NO,,,,,,pending
ade766e02a2dd4206_s1,ade766e02a2dd4206,Shafto et al. (2014),2014,YES,YES,"FLAGGED -- Borderline on inclusion criteria. This paper models pedagogical concept learning (social context: teacher-learner) but the ""learning"" is primarily one-shot concept inference from a fixed set of examples, not iterative learning over time with trial-by-trial updating. There is no temporal prediction error or sequential belief updating across trials. The social component is the framing (pedagogical vs. random sampling) rather than learning about a social agent or social environment. The computational model is a Bayesian inference model at the computational level, not a process-level learning model. Flag as: ""borderline -- concept inference rather than learning over time; social context is pedagogical framing rather than social learning per se.",,,,,pending
ade9c058c35e6948e_s1,ade9c058c35e6948e,Moutoussis et al. (2024),2024,YES,NO,,,,,,pending
ae00c17dc7e148cca_s1,ae00c17dc7e148cca,Marienhagen et al. (2025),2025,YES,NO,,,,,,pending
ae1201f6829a1fb8d_s1,ae1201f6829a1fb8d,Will et al. (2020),2020,YES,NO,,,,,,pending
ae193b47767bcea7b_s1,ae193b47767bcea7b,Allen et al. (2023),2023,YES,NO,,,,,,pending
ae1b28d9682e98d8a_s1,ae1b28d9682e98d8a,Hawkins et al. (2023),2023,YES,NO,,,,,,pending
ae1b2a9ecf9194340_s1,ae1b2a9ecf9194340,Seaman et al. (2023),2023,YES,NO,,,,,,pending
ae1d06b9cc1a41631_s1,ae1d06b9cc1a41631,Flournoy (2018),2018,YES,YES,"FLAG -- This is a dissertation. Aim 1 (Chapter III) uses computational modeling with human behavioral data in a social learning context and qualifies. Aim 2 (Chapter IV) examines correlations between task variables and self-report measures without additional computational modeling -- it is ancillary to Aim 1. The ""social"" element is limited: participants learn face-word associations where words are social descriptors, but there is no social interaction, no learning from social agents, and no social feedback. The task is better characterized as standard reinforcement learning with social stimulus framing rather than truly social learning. Borderline eligibility: the learning is about social attributes of others (dating status, popularity), but the learning process itself is non-social (learning from probabilistic feedback, not from other agents). Flag as borderline social learning.",,,,,pending
ae1da3ab45c809053_s1,ae1da3ab45c809053,Martinez-Saito et al. (2019),2019,YES,YES,"Borderline — learning occurs over repeated trials and is computational, but the ""social"" element is limited: opponents are prerecorded humans replayed by computer, and what is learned is market clearing price (a non-social quantity), not properties of social agents per se. The competition context is social, but the learning target is non-social (optimal bid). Flag as: social agent is automated/prerecorded; learning target is arguably non-social (market price/bidding strategy).",,,,,pending
ae20b03d9449119c0_s1,ae20b03d9449119c0,Allen et al. (2024),2024,YES,NO,,,,,,pending
ae331daacca1dedbe_s1,ae331daacca1dedbe,Farmer et al. (2019),2019,YES,NO,,,,,,pending
ae3764f1ded3fe415_s1,ae3764f1ded3fe415,Wang et al. (2023),2023,YES,YES,"The ""social"" element is limited to fearful/neutral facial expression cues that serve as emotional primes, not as social interaction partners. Learning is about non-social reward contingencies (Gabor patch → reward probability). The facial expressions do not convey social information about another agent's intentions, states, or actions — they serve purely as emotional cues. FLAG: Borderline social context — facial expressions are social stimuli but learning itself is non-social (reward contingency learning). The social component is limited to the emotional cue (fear face) rather than learning from or about social agents.",,,,,pending
ae41a6609b6740e29_s1,ae41a6609b6740e29,Devaine et al. (2014),2014,YES,NO,,,,,,pending
ae55e9533511109cd_s1,ae55e9533511109cd,Anlló et al. (2024),2024,YES,YES,"The Q-learning model is fitted to non-social choice data (2-armed bandit). The ""social"" component (advice-giving) is analysed via mixed-effects logistic regression, not a computational model of social learning per se. The paper models individual reward learning and then examines how learned values predict a social behavior (advice). FLAG: borderline — computational model is non-social RL; social component is in the regression analysis, not the computational model itself.",,,,,pending
ae55e9533511109cd_s2,ae55e9533511109cd,Anlló et al. (2024),2024,YES,YES,"Same as Study 1 — borderline. Computational model is non-social RL; the social behavior (advice-giving under different consequence structures) is analysed via mixed-effects regression, not a computational model of social learning.",,,,,pending
ae615969313c207aa_s1,ae615969313c207aa,Jin et al. (2023),2023,YES,NO,,,,,,pending
ae6935dd1f3314d0b_s1,ae6935dd1f3314d0b,Gesiarz (2020),2020,YES,NO,,,,,,pending
ae6fbb37f4487ff87_s1,ae6fbb37f4487ff87,Hackel et al. (2022),2022,YES,NO,,,,,,pending
ae7c3b95a8b8f7d2a_s1,ae7c3b95a8b8f7d2a,Siegel et al. (2019),2019,YES,NO,,,,,,pending
ae82dd63e6420f342_s1,ae82dd63e6420f342,Fornari et al. (2023),2023,YES,NO,,,,,,pending
ae90896dda8a10f7a_s1,ae90896dda8a10f7a,Avdic et al. (2023),2023,YES,NO,,,,,,pending
ae9c01d676c5bd081_s1,ae9c01d676c5bd081,Frey & McCabe (2020),2020,YES,NO,,,,,,pending
aeaf67e5f3994f403_s1,aeaf67e5f3994f403,Reiter et al. (2021),2021,YES,NO,,,,,,pending
aeb52cfb7ce319e37_s1,aeb52cfb7ce319e37,Gu et al. (2015),2015,YES,NO,,,,,,pending
aec5330e361394fc7_s1,aec5330e361394fc7,Biele et al. (2011),2011,YES,NO,,,,,,pending
aec707b4aaa70bb2e_s1,aec707b4aaa70bb2e,Bellebaum et al. (2012),2012,YES,NO,,,,,,pending
aec7a0ba248d26cad_s1,aec7a0ba248d26cad,Frey (2019),2019,YES,NO,,,,,,pending
aec7a0ba248d26cad_s2,aec7a0ba248d26cad,Frey (2019),2019,YES,NO,,,,,,pending
aec7a0ba248d26cad_s3,aec7a0ba248d26cad,Frey (2019),2019,YES,YES,"FLAG: Healthy volunteer sample only (no depressed participants). The ""social agent"" is a displayed face (automated system). Still uses computational modeling, human behavioral data, social learning over time. Include but flag that the clinical relevance is indirect (comparison to Study 2 findings).",,,,,pending
aecdcd0c0e912c532_s1,aecdcd0c0e912c532,Cheung et al. (2021),2021,YES,YES,"MEDIUM confidence — borderline case for inclusion; learning occurs over time and from a social source (caregiver), but computational model does not capture social cognition per se",,,,,pending
aececc2e97bdbec2b_s1,aececc2e97bdbec2b,Topel et al. (2024),2024,YES,NO,,,,,,pending
aed0e37022d326c92_s1,aed0e37022d326c92,Collins & Juvina (2021),2021,YES,YES,"FLAG — The ""social agents"" are confederate automated agents with predetermined behavior, not genuine social partners. The paper studies trust learning, which is social in context, but the counterparts do not adapt. Additionally, the computational model is an ACT-R cognitive architecture model rather than a standard computational model in the RL/Bayesian sense; it is a process model rather than a normative or algorithmic-level model in the typical computational psychiatry sense. The paper meets inclusion criteria (computational modeling, human behavioral data, learning in social context, learning over time) but should be flagged for the nature of the social agent and the model type.",,,,,pending
aed0f68157a5879e1_s1,aed0f68157a5879e1,Pan et al. (2022),2022,YES,NO,,,,,,pending
aed34e7341d5fced8_s1,aed34e7341d5fced8,Koban et al. (2017),2017,YES,NO,,,,,,pending
af018a421470a9ad4_s1,af018a421470a9ad4,Radenbach et al. (2015),2015,YES,YES,"The task itself is NOT social -- it is a non-social sequential decision-making task. The stress manipulation (TSST) is social, but the learning that occurs is non-social (learning stimulus-reward contingencies). This paper does NOT meet the criterion ""learning occurs in a social context"" as the learning itself is about non-social reward contingencies. Flag: ""Learning task is non-social; only the stress induction (TSST) is social. No social learning occurs over time.",,,,,pending
af0d22b397299194d_s1,af0d22b397299194d,Navidi (2023),,NO,NO,,,,,,pending
af12ee4644ba6ae69_s1,af12ee4644ba6ae69,Zhang et al. (2025),2025,YES,NO,,,,,,pending
af1312d6aa6d6f781_s1,af1312d6aa6d6f781,Lockwood et al. (2019),2019,YES,NO,,,,,,pending
af233726c38e0f373_s1,af233726c38e0f373,Rosenthal et al. (2019),2019,YES,NO,,,,,,pending
af2ad2f27c098206e_s1,af2ad2f27c098206e,Seid-Fatemi & Tobler (2015),2015,YES,NO,,,,,,pending
af2dc2132f93e9b22_s1,af2dc2132f93e9b22,Lengersdorff et al. (2020),2020,YES,NO,,,,,,pending
af2e673d18005bef0_s1,af2e673d18005bef0,Hauke (2024),,NO,NO,,,,,,pending
af3d5bb6cd8d9479a_s1,af3d5bb6cd8d9479a,Ota et al. (2026),2026,YES,YES,"The ""social agent"" is an automated virtual competitor (algorithm), not a human — FLAG. The paper studies voluntary action/volitional control as a primary focus rather than social learning per se, though computational models of belief learning about a competitor are central. Learning does occur over time (trial-by-trial updating). Uses computational modeling with human behavioral data. Borderline: the primary research question is about volition/voluntary action rather than social learning, but the computational models explicitly capture social belief learning (mentalizing). FLAG as borderline social learning focus.",,,,,pending
af5870f714142a70a_s1,af5870f714142a70a,Safra et al. (2019),2019,YES,NO,,,,,,pending
af7418c99b2e431f9_s1,af7418c99b2e431f9,Morishita et al. (2025),2025,YES,NO,,,,,,pending
af767ae2e8dab68a9_s1,af767ae2e8dab68a9,Will et al. (2017),2017,YES,NO,,,,,,pending
af87f2f9e5c91cf2a_s1,af87f2f9e5c91cf2a,Hein et al. (2018),2018,YES,YES,"Borderline — the computational model is a standard Rescorla-Wagner with a fixed learning rate (no free parameters fitted to individual data for the primary fMRI analysis). The model is used as a parametric modulator rather than being fitted/compared in a model comparison framework. The learning occurs over time (20 treatment trials). Flag as: ""Minimal computational modeling — fixed-parameter RL used as parametric modulator only; no model comparison or individual-level fitting for primary analysis.",,,,,pending
af88ac3b84155572d_s1,af88ac3b84155572d,Yu et al. (2019),2019,YES,YES,"`type: review` -- should be flagged but not excluded
- **No supplement** was found
- All effect sizes, sample sizes, coordinates, and model comparison statistics are from the referenced original papers, not reported de novo here
- The paper is at `papers/Modeling Morality in 3-D- Decision-Making, Judgment, and Inference..txt`",,,,,pending
af8c1761628990bdb_s1,af8c1761628990bdb,Wu et al. (2025),2025,YES,NO,,,,,,pending
af8fa2a67a71b35a3_s1,af8fa2a67a71b35a3,Kim et al. (2025),2025,YES,NO,,,,,,pending
afa409a62ca362e0f_s1,afa409a62ca362e0f,Mennella et al. (2022),2022,YES,NO,,,,,,pending
afaa94a3f1a607157_s1,afaa94a3f1a607157,Gao et al. (2020),2020,YES,YES,"The learning source and target are non-social (abstract symbol-reward associations). The social element is limited to the beneficiary manipulation (who receives reward: self/stranger/no one), which is a motivational context rather than social learning per se. The paper examines how mortality salience (a social/existential manipulation) affects reinforcement learning, but the learning itself is not fundamentally social — the agent learns stimulus-reward contingencies, not about social entities. FLAG: Borderline — social context manipulation on non-social learning. The ""learning in a social context"" criterion is only partially met (social motivational context, but the computational problem solved is non-social).",,,,,pending
afacb782a99839f93_s1,afacb782a99839f93,Schie et al. (2023),2023,YES,YES,"The Bayesian learner model is not fitted to individual participants — it generates normative/optimal predictions used as regressors in a statistical model. This is a borderline case for ""uses computational modeling"" as the computational model is used as a benchmark rather than fitted. Flag: borderline computational modeling — model used as optimal benchmark regressor, not fitted to individual behavior.",,,,,pending
afafb165757dcce50_s1,afafb165757dcce50,Wieland et al. (2023),2023,YES,YES,"The learning task itself is non-social (probabilistic reversal learning with abstract stimuli and monetary outcomes). The stress induction (TSST) is psychosocial, but the learning process does not occur in a social context. Flag: ""Stressor is psychosocial (TSST), but the learning task is non-social reversal learning -- borderline social context.",,,,,pending
afb6b3e3661811f86_s1,afb6b3e3661811f86,Chung et al. (2018),2018,YES,NO,,,,,,pending
afb81d7b37c8d463a_s1,afb81d7b37c8d463a,Buades-Rotger et al. (2023),2023,YES,NO,,,,,,pending
afb8dab514dfd4d76_s1,afb8dab514dfd4d76,Jansen et al. (2023),2023,YES,NO,,,,,,pending
afce5b549fc322d8b_s1,afce5b549fc322d8b,Lockwood et al. (2018),2018,YES,NO,,,,,,pending
afd0df0cd14192101_s1,afd0df0cd14192101,Buehler et al. (2025),2025,YES,NO,,,,,,pending
afd5b711e4d35db97_s1,afd5b711e4d35db97,Charpentier et al. (2024),2024,YES,NO,,,,,,pending
afd606b4dc8edcad1_s1,afd606b4dc8edcad1,Barnby et al. (2022),2022,YES,NO,,,,,,pending
afdcf5615fc28780d_s1,afdcf5615fc28780d,Hampton et al. (2008),2008,YES,NO,,,,,,pending
aff9a4147d1697d89_s1,aff9a4147d1697d89,Maier (n.d.),,NO,YES,"LOW confidence -- paper may not qualify as ""social learning"" per review criteria; the authors explicitly distinguish their mechanism from social learning",,,,,pending
affc7fc8a336dfed4_s1,affc7fc8a336dfed4,Reiter et al. (2023),2023,YES,NO,,,,,,pending
affdf48c264a99879_s1,affdf48c264a99879,Bass (2021),2021,YES,YES,"Borderline eligibility — computational models are normative (ideal observer Bayesian models fit at group level to condition means), not process models of trial-by-trial learning. Learning is primarily one-shot inference/evaluation from a single demonstration, not iterative learning over time. Publication type: thesis (flag which studies qualify). Informant evaluation (teacher quality ratings) may be better characterized as social judgment/inference rather than social learning per se.",,,,,pending
affdf48c264a99879_s2,affdf48c264a99879,Bass (2021),2021,YES,YES,"Borderline eligibility — model is normative Bayesian inference, not a process model of iterative learning. One-shot inference from a single demonstration rather than learning over time. Children's behavioral results were null for experimental manipulation (only age and SES predicted play patterns). Thesis chapter.",,,,,pending
affdf48c264a99879_s3,affdf48c264a99879,Bass (2021),2021,YES,YES,"Borderline — meets criteria for computational modeling and human behavioral data in a social learning context, but learning is primarily one-shot social inference/evaluation rather than iterative learning over time. Models are normative Bayesian ideal observer models, not process models of trial-by-trial learning dynamics. Publication type: thesis. Flag all three chapters as borderline for ""learning over time"" criterion.",,,,,pending
